Plnt,Purch.doc.,Created on,vendor,POrg,Material,Commodity, Order quantity,GR qty,GR value,  Net price,Curr.,    Per,Mat. doc.,Pstg date,c
p20,po508707,2023-12-22,sHK0010529,sN01,sHK0010529sN012322013,commodity7,765000,680850,109140.26,1603,USD,10000,ss03ssssss4437,Apr-23,
p20,po509623,2023-03-07,sHK0010529,sN01,sHK0010529sN012351009,commodity2,210000,155400,25330.2,1630,USD,10000,ss03ssssss2031,Apr-23,
p20,po507733,2023-11-02,sHK0010529,sN01,sHK0010529sN012351017,commodity3,140000,109200,17529.88,1605.3,USD,10000,ss03ss308669,Apr-23,
p20,po507733,2023-11-02,sHK0010529,sN01,sHK0010529sN012351017,commodity8,140000,137200,22038.44,1606.3,USD,10000,ss03ssss48932,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN012351178,commodity5,3675000,3160500,510578.78,1615.5,USD,10000,ss03ss310ss22,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN012351178,commodity9,570000,416100,67262.57,1616.5,USD,10000,ss03ss310ss22,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN012351178,commodity4,3675000,2903250,469600.69,1617.5,USD,10000,ss03ss3ss1326,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN012351178,commodity10,570000,490200,79338.87,1618.5,USD,10000,ss03ssssssss437,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN012351178,commodity10,3675000,2793000,452326.35,1619.5,USD,10000,ss03ssssssss437,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN012351178,commodity2,3675000,2609250,422828.96,1620.5,USD,10000,ss03ssssssss441,Apr-23,
p20,po508707,2023-12-22,sHK0010529,sN01,sHK0010529sN012351257,commodity9,1020000,805800,130176.99,1615.5,USD,10000,ss03ss471962,Apr-23,
p20,po508707,2023-12-22,sHK0010529,sN01,sHK0010529sN012351257,commodity10,465000,413850,66898.85,1616.5,USD,10000,ss03ss471962,Apr-23,
p20,po508835,2023-01-02,sHK0010529,sN01,sHK0010529sN012351257,commodity9,38085000,26659500,4312174.13,1617.5,USD,10000,ss03ssss37048,Apr-23,
p20,po508835,2023-01-02,sHK0010529,sN01,sHK0010529sN012351257,commodity3,38085000,36942450,5979135.53,1618.5,USD,10000,ss03ssss37049,Apr-23,
p20,po507733,2023-11-02,sHK0010529,sN01,sHK0010529sN012351462,commodity2,270000,267300,43543.17,1629,USD,10000,ss03ss340318,Apr-23,
p20,po507578,2023-10-25,sHK0010529,sN01,sHK0010529sN012351462,commodity8,150000,115500,18826.5,1630,USD,10000,ss03ss396822,Apr-23,
p20,po507578,2023-10-25,sHK0010529,sN01,sHK0010529sN012351462,commodity5,135000,108000,17614.8,1631,USD,10000,ss03ss396822,Apr-23,
p20,po507578,2023-10-25,sHK0010529,sN01,sHK0010529sN012351462,commodity9,135000,129600,21150.72,1632,USD,10000,ss03ss396822,Apr-23,
p20,po507578,2023-10-25,sHK0010529,sN01,sHK0010529sN012351462,commodity6,120000,106800,17440.44,1633,USD,10000,ss03ss396822,Apr-23,
p20,po507578,2023-10-25,sHK0010529,sN01,sHK0010529sN012351462,commodity5,105000,87150,14240.31,1634,USD,10000,ss03ss396822,Apr-23,
p20,po507733,2023-11-02,sHK0010529,sN01,sHK0010529sN012351462,commodity4,270000,270000,44145,1635,USD,10000,ss03ssss49001,Apr-23,
p20,po509791,2023-03-10,sHK0010529,sN01,sHK0010529sN01S092G5WM000,commodity10,72000,70560,13173.55,1867,USD,10000,ss03ss488030,Apr-23,
p20,po509795,2023-03-10,sHK0010529,sN01,sHK0010529sN01S092G5WM000,commodity10,16000,14080,2630.14,1868,USD,10000,ss03ss488029,Apr-23,
p20,po510091,2023-03-29,sHK0010529,sN01,sHK0010529sN01S0958Q1C000,commodity10,88000,81840,16564.42,2024,USD,10000,ss03ssssss64ssss,Apr-23,
p20,po509333,2023-02-02,sHK0010529,sN01,sHK0010529sN01S0958Q1C000,commodity9,108000,101520,20557.8,2025,USD,10000,ss03ssss02637,Apr-23,
p20,po509964,2023-03-22,sHK0010529,sN01,sHK0010529sN01S0958Q1C000,commodity3,64000,47360,9595.14,2026,USD,10000,ss03ssssss6449,Apr-23,
p20,po510091,2023-03-29,sHK0010529,sN01,sHK0010529sN01S0988Q1C000,commodity2,88000,62480,12058.64,1930,USD,10000,ss03ssssss64ssss,Apr-23,
p20,po509333,2023-02-02,sHK0010529,sN01,sHK0010529sN01S0988Q1C000,commodity2,100000,92000,17765.2,1931,USD,10000,ss03ssss02637,Apr-23,
p20,po509964,2023-03-22,sHK0010529,sN01,sHK0010529sN01S0988Q1C000,commodity8,64000,53760,10386.43,1932,USD,10000,ss03ssssss6449,Apr-23,
p20,po509668,2023-03-07,sHK0010529,sN01,sHK0010529sN01S09P1608000,commodity3,84000,63000,11718,1860,USD,10000,ss03ss488031,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity9,1875000,1631250,266627.81,1634.5,USD,10000,ss03ss419ss82,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity2,1875000,1875000,306656.25,1635.5,USD,10000,ss03ss418937,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity8,1875000,1631250,266954.06,1636.5,USD,10000,ss03ss38232ss,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity6,1875000,1556250,254835.94,1637.5,USD,10000,ss03ss418937,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity7,1875000,1312500,215053.13,1638.5,USD,10000,ss03ss419ss82,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity7,1875000,1687500,276665.63,1639.5,USD,10000,ss03ss419ss82,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity5,1875000,1762500,289138.13,1640.5,USD,10000,ss03ss310ss22,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity1,1875000,1575000,258536.25,1641.5,USD,10000,ss03ss3ss2898,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity8,1875000,1706250,280251.56,1642.5,USD,10000,ss03ss3ss2898,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity6,1875000,1875000,308156.25,1643.5,USD,10000,ss03ss310ss22,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity3,1875000,1650000,271342.5,1644.5,USD,10000,ss03ss310ss22,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity2,1875000,1481250,243739.69,1645.5,USD,10000,ss03ss310ss22,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity7,1875000,1312500,216103.13,1646.5,USD,10000,ss03ss201392,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity7,750000,630000,103792.5,1647.5,USD,10000,ss03ss201489,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity7,750000,667500,110037.38,1648.5,USD,10000,ss03ssssssss440,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity2,1875000,1762500,290724.38,1649.5,USD,10000,ss03ssssssss987,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity9,1875000,1781250,293995.31,1650.5,USD,10000,ss03ssssssss437,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity2,1875000,1350000,222952.5,1651.5,USD,10000,ss03ssssssss437,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity2,1875000,1725000,285056.25,1652.5,USD,10000,ss03ssssssss437,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity5,1875000,1856250,306930.94,1653.5,USD,10000,ss03ssssssss437,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity10,1875000,1837500,304014.38,1654.5,USD,10000,ss03ssssss61ss1,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity4,1875000,1462500,242116.88,1655.5,USD,10000,ss03ssssss61ss1,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity5,1875000,1706250,282640.31,1656.5,USD,10000,ss03ssssss61ss2,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity3,1875000,1743750,289026.56,1657.5,USD,10000,ss03ssssss7494,Apr-23,
p20,po508141,2023-11-23,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity2,3600000,2916000,483618.6,1658.5,USD,10000,ss03ssssss7493,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity5,1875000,1406250,233367.19,1659.5,USD,10000,ss03ssssss7494,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210H025A4,commodity7,1875000,1425000,236621.25,1660.5,USD,10000,ss03ssssss7494,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210J027A2,commodity9,225000,222750,36969.82,1659.7,USD,10000,ss03ss201489,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210J027A2,commodity7,225000,220500,36618.44,1660.7,USD,10000,ss03ss382711,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210J027A2,commodity3,225000,213750,35518.84,1661.7,USD,10000,ss03ss3ss1326,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210J027A2,commodity10,225000,195750,32547.35,1662.7,USD,10000,ss03ss3ss1326,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210J027A2,commodity2,225000,168750,28074.94,1663.7,USD,10000,ss03ss3ss1326,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210J027A2,commodity4,225000,177750,29590.04,1664.7,USD,10000,ss03ss382711,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210J027A2,commodity6,120000,96000,15990.72,1665.7,USD,10000,ss03ss419ss82,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210J027A2,commodity2,225000,191250,31875.64,1666.7,USD,10000,ss03ss419ss82,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210J027A2,commodity8,225000,209250,34896.62,1667.7,USD,10000,ss03ss382711,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210J027A2,commodity7,225000,193500,32289.35,1668.7,USD,10000,ss03ss382711,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210J027A2,commodity1,225000,189000,31557.33,1669.7,USD,10000,ss03ssssssss440,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210J027A2,commodity1,225000,207000,34583.49,1670.7,USD,10000,ss03ssssssss441,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210J027A2,commodity8,225000,186750,31219,1671.7,USD,10000,ss03ssssssss441,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210J027A2,commodity10,225000,200250,33495.82,1672.7,USD,10000,ss03ssssssss441,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210J027A2,commodity10,225000,164250,27490.52,1673.7,USD,10000,ss03ssssssss604,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210J027A2,commodity4,225000,168750,28260.56,1674.7,USD,10000,ss03ssssssss604,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210J027A2,commodity5,225000,204750,34309.96,1675.7,USD,10000,ss03ssssssss604,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC210J027A2,commodity5,225000,202500,33953.18,1676.7,USD,10000,ss03ssssssss604,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity8,30000,25200,4233.1,1679.8,USD,10000,ss03ss310ss22,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity7,15000,11250,1890.9,1680.8,USD,10000,ss03ss310ss22,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity5,30000,23100,3884.96,1681.8,USD,10000,ss03ss382323,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity10,15000,12300,2069.84,1682.8,USD,10000,ss03ss382323,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity7,30000,25800,4344.2,1683.8,USD,10000,ss03ss382323,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity10,30000,23700,3992.98,1684.8,USD,10000,ss03ss382323,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity8,30000,27300,4602.23,1685.8,USD,10000,ss03ss470003,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity6,30000,29100,4908.59,1686.8,USD,10000,ss03ss470003,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity8,30000,27600,4658.33,1687.8,USD,10000,ss03ss470003,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity6,30000,21300,3597.14,1688.8,USD,10000,ss03ss470003,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity9,15000,11700,1977.07,1689.8,USD,10000,ss03ss470003,Apr-23,
p20,po508141,2023-11-23,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity10,90000,68400,11565.07,1690.8,USD,10000,ss03ss487337,Apr-23,
p20,po508141,2023-11-23,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity3,30000,24600,4161.83,1691.8,USD,10000,ss03ss487337,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity6,15000,13350,2259.89,1692.8,USD,10000,ss03ssssssss437,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity8,30000,21600,3658.61,1693.8,USD,10000,ss03ssssssss437,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity5,30000,29400,4982.71,1694.8,USD,10000,ss03ssssssss444,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity7,30000,25500,4324.29,1695.8,USD,10000,ss03ssssssss444,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity8,15000,12750,2163.42,1696.8,USD,10000,ss03ssssssss444,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity1,30000,24600,4176.59,1697.8,USD,10000,ss03ssssssss444,Apr-23,
p20,po508141,2023-11-23,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity9,90000,73800,12537.14,1698.8,USD,10000,ss03ssssss2122,Apr-23,
p20,po508141,2023-11-23,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity9,90000,63000,10708.74,1699.8,USD,10000,ss03ssssss2122,Apr-23,
p20,po508141,2023-11-23,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity7,75000,68250,11607.96,1700.8,USD,10000,ss03ssssss2122,Apr-23,
p20,po508141,2023-11-23,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity6,90000,81000,13784.58,1701.8,USD,10000,ss03ssssss2122,Apr-23,
p20,po508141,2023-11-23,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity2,90000,73800,12566.66,1702.8,USD,10000,ss03ssssss7490,Apr-23,
p20,po508141,2023-11-23,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity6,75000,69000,11756.22,1703.8,USD,10000,ss03ssssss7490,Apr-23,
p20,po508141,2023-11-23,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity3,90000,85500,14576.04,1704.8,USD,10000,ss03ssssss7490,Apr-23,
p20,po508141,2023-11-23,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity6,90000,87300,14928.3,1710,USD,10000,ss03ssssss7889,Apr-23,
p20,po508141,2023-11-23,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity10,75000,60750,10368.81,1706.8,USD,10000,ss03ssssss7889,Apr-23,
p20,po508141,2023-11-23,sHK0010529,sN01,sHK0010529sN01SC222I024A4,commodity9,90000,63000,10759.14,1707.8,USD,10000,ss03ssssss7889,Apr-23,
p20,po509679,2023-03-07,sHK0010529,sN01,sHK0010529sN01SC247H045A1,commodity9,10000,10000,1712.3,1712.3,USD,10000,ss03ss497ss37,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity9,105000,89250,15243.9,1708,USD,10000,ss03ss201489,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity3,90000,81000,13842.9,1709,USD,10000,ss03ss201489,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity10,285000,230850,39475.35,1710,USD,10000,ss03ss419ss82,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity9,285000,276450,47300.6,1711,USD,10000,ss03ss310ss22,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity1,270000,270000,46224,1712,USD,10000,ss03ss419ss82,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity9,270000,207900,35613.27,1713,USD,10000,ss03ss310ss22,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity6,270000,210600,36096.84,1714,USD,10000,ss03ss3ss1326,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity10,270000,221400,37970.1,1715,USD,10000,ss03ss310ss22,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity9,270000,237600,40772.16,1716,USD,10000,ss03ss3ss1326,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity8,105000,100800,17307.36,1717,USD,10000,ss03ssssssss440,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity10,90000,89100,15307.38,1718,USD,10000,ss03ssssssss440,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity10,285000,262200,45072.18,1719,USD,10000,ss03ssssssss437,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity9,270000,197100,33901.2,1720,USD,10000,ss03ssssssss437,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity1,270000,221400,38102.94,1721,USD,10000,ss03ssssssss437,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity3,270000,205200,35335.44,1722,USD,10000,ss03ssssssss441,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity3,270000,202500,34890.75,1723,USD,10000,ss03ssssssss441,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity9,285000,259350,44711.94,1724,USD,10000,ss03ssssssss60ss,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity3,270000,270000,46575,1725,USD,10000,ss03ssssssss60ss,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity8,270000,237600,41009.76,1726,USD,10000,ss03ssssssss60ss,Apr-23,
p20,po508141,2023-11-23,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity2,1620000,1134000,195841.8,1727,USD,10000,ss03ssssss2ss48,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity6,270000,232200,40124.16,1728,USD,10000,ss03ssssss484ss,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity1,270000,205200,35479.08,1729,USD,10000,ss03ssssss484ss,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity6,255000,193800,33527.4,1730,USD,10000,ss03ssssss484ss,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity6,285000,256500,44400.15,1731,USD,10000,ss03ssssss484ss,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity10,270000,234900,40684.68,1732,USD,10000,ss03ssssss484ss,Apr-23,
p20,po508141,2023-11-23,sHK0010529,sN01,sHK0010529sN01SC310I025A4,commodity10,1620000,1393200,241441.56,1733,USD,10000,ss03ssssss7493,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC347K027A1,commodity4,30000,29100,5045.94,1734,USD,10000,ss03ss3ss1326,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC347K027A1,commodity7,30000,25500,4424.25,1735,USD,10000,ss03ss310ss22,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC347K027A1,commodity7,15000,13800,2395.68,1736,USD,10000,ss03ss310ss22,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC347K027A1,commodity5,15000,12300,2136.51,1737,USD,10000,ss03ss310ss22,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC347K027A1,commodity3,30000,24900,4327.62,1738,USD,10000,ss03ss419ss82,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC347K027A1,commodity9,30000,22800,3964.92,1739,USD,10000,ss03ss3ss1326,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC347K027A1,commodity5,30000,23700,4123.8,1740,USD,10000,ss03ss310ss22,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC347K027A1,commodity7,30000,24900,4335.09,1741,USD,10000,ss03ss310ss22,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC347K027A1,commodity7,15000,11100,1933.62,1742,USD,10000,ss03ss419ss82,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC347K027A1,commodity4,15000,13350,2326.91,1743,USD,10000,ss03ssssssss437,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC347K027A1,commodity3,30000,25200,4394.88,1744,USD,10000,ss03ssssssss437,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC347K027A1,commodity4,30000,26400,4606.8,1745,USD,10000,ss03ssssssss437,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC347K027A1,commodity4,30000,29100,5080.86,1746,USD,10000,ss03ssssssss437,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC347K027A1,commodity7,15000,12750,2227.43,1747,USD,10000,ss03ssssssss437,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC347K027A1,commodity8,30000,28500,4981.8,1748,USD,10000,ss03ssssssss441,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC347K027A1,commodity4,30000,27000,4722.3,1749,USD,10000,ss03ssssssss441,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC347K027A1,commodity6,15000,10950,1916.25,1750,USD,10000,ss03ssssssss60ss,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC368K027A1,commodity7,45000,38700,6776.37,1751,USD,10000,ss03ss382711,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC368K027A1,commodity3,45000,33750,5913,1752,USD,10000,ss03ss310ss22,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC368K027A1,commodity5,45000,33750,5916.38,1753,USD,10000,ss03ss201489,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC368K027A1,commodity10,45000,35550,6235.47,1754,USD,10000,ss03ss382711,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC368K027A1,commodity10,60000,49200,8634.6,1755,USD,10000,ss03ss382711,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC368K027A1,commodity5,45000,44100,7743.96,1756,USD,10000,ss03ss382711,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC368K027A1,commodity6,45000,36450,6404.27,1757,USD,10000,ss03ss484426,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC368K027A1,commodity2,60000,52800,9282.24,1758,USD,10000,ss03ss484426,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC368K027A1,commodity8,45000,38700,6807.33,1759,USD,10000,ss03ss484426,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC368K027A1,commodity3,60000,43200,7603.2,1760,USD,10000,ss03ss484426,Apr-23,
p20,po508141,2023-11-23,sHK0010529,sN01,sHK0010529sN01SC368K027A1,commodity5,90000,82800,14581.08,1761,USD,10000,ss03ss484424,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC368K027A1,commodity9,45000,37800,6660.36,1762,USD,10000,ss03ssssssss440,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC368K027A1,commodity1,45000,35100,6188.13,1763,USD,10000,ss03ssssssss437,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC368K027A1,commodity8,45000,42750,7541.1,1764,USD,10000,ss03ssssssss604,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC368K027A1,commodity5,45000,34200,6036.3,1765,USD,10000,ss03ssssssss604,Apr-23,
p20,po507900,2023-11-09,sHK0010529,sN01,sHK0010529sN01SC368K027A1,commodity5,60000,50400,8900.64,1766,USD,10000,ss03ssssssss604,Apr-23,
